symbol,keep,remove_reason,latest_date,latest_close,avg_amount,avg_turnover,avg_volatility,price_range_60d,recent_20d_return,avg_main_force_score,avg_rainbow_score
688337,True,,2026-05-13,59.09,304588682.7428334,3.11051,0.04332152543434736,0.9219780219780218,0.06950226244343893,23.0,68.33333333333333
688186,True,,2026-05-13,20.81,302931704.1645,4.327668333333333,0.03797279801261837,0.5847414234511008,-0.10494623655913982,20.5,24.333333333333332
688155,True,,2026-05-13,103.3,301317194.3038333,2.6943366666666666,0.03904930392626104,0.565286855482934,0.330842566348879,16.0,40.0
688321,True,,2026-05-13,31.03,296731888.0681667,2.3677333333333332,0.0256103294803829,0.19583183614804178,0.030554633012288335,13.333333333333334,16.666666666666668
688131,True,,2026-05-13,70.97,290164359.59366673,1.9576766666666667,0.028896673781430012,0.3131702412868633,-0.05675172780435933,14.833333333333334,20.666666666666668
688229,True,,2026-05-13,98.7,287126499.59283334,6.933311666666667,0.06712625287761938,0.7834293948126798,0.14620833817210555,33.666666666666664,63.666666666666664
688202,True,,2026-05-13,66.9,272287225.188,3.092505,0.03551107692751735,0.42093023255813944,0.015482695810564717,17.0,45.333333333333336
688319,True,,2026-05-13,39.5,269951450.54533327,2.206173333333333,0.041679865762332104,0.6844349680170576,0.38160195872682756,19.0,55.333333333333336
688125,True,,2026-05-13,226.97,250319615.64099997,1.3268783333333332,0.0578381561055078,0.73189448441247,-0.12814504667153226,20.0,62.333333333333336
688279,True,,2026-05-13,232.8,245833963.35316667,1.4265233333333331,0.03314870658522415,0.6448611111111111,0.36339677891654465,16.166666666666668,22.0
688326,True,,2026-05-13,92.8,239524299.07433334,1.8181883333333333,0.03363236347256669,0.6799908894203395,-0.19986204518020356,9.833333333333334,15.666666666666666
688179,True,,2026-05-13,23.65,234898648.1095,3.7255783333333334,0.04206361141279405,0.5634816753926704,0.30807522123893816,20.166666666666668,69.66666666666667
688160,True,,2026-05-13,121.9,221952743.905,2.1270633333333335,0.028081411803519037,0.3737281237281236,0.14783427495291912,12.166666666666666,14.333333333333334
688209,True,,2026-05-13,26.99,217737779.0835,2.179465,0.02639797222203607,0.4592319831667542,0.28769083969465625,18.666666666666668,25.333333333333332
